SourceFile,RangeStartDate,RangeEndDate,AwardDate,AwardNoticeDate,TenderCaseNo,TenderName,TenderOrgName,TenderOrgAddr,ContactPerson,TenderTel,ProcurementType,ProcurementAttr,TenderAwardWay,TenderAwardPrice,BidderSuppName,BidderSuppAddr,NotObtainSuppName
award_20220301.xml,2022/03/01,2022/03/15,2022/03/15,2022/03/30,V1100039862,111年度收入面資訊系統新增功能暨強化系統架構提升服務效率採購案,衛生福利部中央健康保險署,106臺北市大安區信義路三段140號,規格彭小姐/採購高小姐,(02)27065866分機2283/2722,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,28500000,鉅林國際資訊股份有限公司,105臺北市松山區南京東路3段275號4樓,
award_20220302.xml,2022/03/16,2022/03/31,2022/03/28,2022/03/29,11180001250,111年智權資訊服務網路設備更新建置案,經濟部智慧財產局,106臺北市大安區辛亥路2段185號3樓,許喬凱,(02)23766176分機,公開招標,財物類,最低標,15190000,敦陽資訊股份有限公司,30003新竹市北區東大路二段83號11樓之2,
award_20220302.xml,2022/03/16,2022/03/31,2022/03/31,2022/04/06,NCREE-S-111006,111年主站維運與資安強化服務,財團法人國家實驗研究院國家地震工程研究中心,106臺北市大安區辛亥路三段200號,林小姐,(02)66300812分機,公開招標,勞務類,最低標,3380760,中保防災科技股份有限公司,111臺北市士林區中山北路5段693號4樓,民科系整股份有限公司
award_20220401.xml,2022/04/01,2022/04/15,2022/04/01,2022/04/15,A1100904IMC058H,汰換及建置行政網路無線網路設備採購案,交通部民用航空局飛航服務總臺,105臺北市松山區濱江街362號,黃明銓,(03)3841372分機,公開招標,財物類,最有利標,9280000,峰儀科技股份有限公司,104臺北市中山區松江路162號5樓,
award_20220401.xml,2022/04/01,2022/04/15,2022/04/07,2022/05/19,111052,111-113年度高雄市公有路邊停車費以網路或手機代收服務案,高雄市政府交通局,800高雄市新興區中正三路二十五號8樓,孫道萍,(07)2299825分機355,公開招標,勞務類,最低標,28697140,財團法人台灣票據交換所,100臺北市中正區南海路3號2樓,
award_20220401.xml,2022/04/01,2022/04/15,2022/04/08,2022/05/18,1090430S0083-01,109-111年紅隊演練暨第三方資安稽核及驗證服務-第1次契約變更,臺北市政府資訊局,110臺北市信義區市府路1號10樓,張瓊恩,(02)27208889分機1094,限制性招標(未經公開評選或公開徵求),勞務類,最低標,10984820,戴夫寇爾股份有限公司,105臺北市松山區八德路3段32號13樓,
award_20220401.xml,2022/04/01,2022/04/15,2022/04/14,2022/04/20,0771100004,「DREAMS異地備援(含異地備援建置、資安防護強化、軟體功能擴充)」設備財物採購案,台灣電力股份有限公司,100臺北市中正區羅斯福路3段242號6樓,許淑華,(02)23666666分機,公開招標,財物類,最低標,43428000,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,
award_20220401.xml,2022/04/01,2022/04/15,2022/04/15,2022/04/18,WSM11105,111年度資安系統升級強化案,內政部警政署,100臺北市中正區忠孝東路1段7號,王昭文,(02)23219011分機6316,公開招標,財物類,最低標,12938000,凌群電腦股份有限公司,108臺北市萬華區峨眉街115號6樓,文偉股份有限公司
award_20220402.xml,2022/04/16,2022/04/30,2022/04/20,2022/06/16,P11101,111 年度電腦主機硬體設備、套裝軟體、網路維護,臺北市政府衛生局,110臺北市信義區市府路一號西南區10樓,李衍燮,(02)27287163分機3121,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,3300000,高晨資訊有限公司,241新北市三重區重新路5段609巷20號9樓之4,
award_20220402.xml,2022/04/16,2022/04/30,2022/04/29,2022/05/06,C1110774878,111年度新一代健保醫療資訊與資安科技應用研究與先期概念實證服務案,衛生福利部中央健康保險署,106臺北市大安區信義路三段140號,規格林小姐/採購蒲小姐,(02)27065866分機2909/2824,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,3880000,財團法人工業技術研究院,310新竹縣竹東鎮中興路4段195號,
award_20220501.xml,2022/05/01,2022/05/15,2022/05/02,2022/05/10,1111160033D,111年度資通訊架構調整及資安精進計畫,僑務委員會,100臺北市中正區徐州路5號15-17樓,陳思羽,(02)23272769分機,公開招標,勞務類,最有利標,13695900,中華資安國際股份有限公司,106臺北市大安區信義路4段88號8樓,安碁資訊股份有限公司
award_20220501.xml,2022/05/01,2022/05/15,2022/05/05,2022/05/24,111HYS02,111年度網路暨資安防護設備汰購案,內政部警政署,100臺北市中正區忠孝東路1段7號,施宏毅,(02)23219011分機7226311,公開招標,財物類,最低標,51170000,精誠科技整合股份有限公司,114臺北市內湖區瑞光路318號6樓,
award_20220501.xml,2022/05/01,2022/05/15,2022/05/10,2022/05/16,1117000154,111年度伺服器及網路設備採購案,勞動部勞動力發展署,242新北市新莊區中平路439號南棟4樓,謝孟洹,(02)89956221分機,公開招標,財物類,最低標,25850000,敦陽科技股份有限公司,30003新竹市北區東大路2段83號12樓之1,
award_20220501.xml,2022/05/01,2022/05/15,2022/05/11,2022/05/12,V1100039849,111年度網路服務平臺整合案,衛生福利部中央健康保險署,106臺北市大安區信義路三段140號,規格楊先生/採購高小姐,(02)27065866分機2972/2722,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,11700000,凌群電腦股份有限公司,108臺北市萬華區峨眉街115號6樓,
award_20220501.xml,2022/05/01,2022/05/15,2022/05/11,2022/05/19,111052,111-113年度高雄市公有路邊停車費以網路或手機代收服務案,高雄市政府交通局,800高雄市新興區中正三路二十五號8樓,孫道萍,(07)2299825分機355,公開招標,勞務類,最低標,15942860,台灣中小企業銀行股份有限公司台北分公司,100臺北市中正區重慶南路一段72號,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/01,2022/06/06,1112100111,新竹縣家庭教育中心搬遷至新竹縣第二運動場電話系統、網路環境及電源線路建置採購案,新竹縣家庭教育中心,302新竹縣竹北市縣政二路620號,林宛靜,(03)6571045分機22,公開取得報價單或企劃書,財物類,參考最有利標精神,382515,快速達網路科技有限公司,302新竹縣竹北市北崙里博愛街9之1號,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/06,2022/06/06,ilvs11121,網路視訊會議設備,國立宜蘭高級商業職業學校,260宜蘭縣宜蘭市延平路50號,尤祖勛,(03)9384147分機510,公開取得報價單或企劃書,財物類,最低標,224800,大同股份有限公司羅東分公司,260宜蘭縣宜蘭市新生里13鄰中山路5段200號,魯迅科技有限公司
award_20220601.xml,2022/06/01,2022/06/15,2022/06/07,2022/06/13,111B027,高雄市政府衛生局社區心衛中心林園分區電源、網路、電話線路招標乙案,高雄市政府衛生局,802高雄市苓雅區凱旋二路132-1號,方先生(需求單位)7131500#2524徐靖雅,(07)7134000分機2322,公開取得報價單或企劃書,財物類,參考最有利標精神,688005,三贏科技有限公司,813高雄市左營區裕誠路421號2樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/07,2022/06/07,1110516,嘉義市立大業國民中學111年度電腦主機房重要網路儲存設備更換財物採購案,嘉義市立大業國民中學,60001嘉義市東區大業街57號,蕭沛珊,(05)2223082分機32,公開取得報價單或企劃書,財物類,參考最有利標精神,216440,翃昇有限公司,60002嘉義市西區西榮里西榮街209之2號,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/08,2022/06/14,E1110690044,111年度網路資安設備、影像儲存及微服務平台建置服務案,衛生福利部中央健康保險署,106臺北市大安區信義路三段140號,規格:楊先生/採購:孫小姐,(02)27065866分機2290/2731,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,160000000,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/08,2022/06/15,HJ11391P284,111年度基隆分院L3網路交換器,國防醫學院,114臺北市內湖區成功路2段325號,王迪韻,(02)87923311分機16946,公開取得報價單或企劃書,財物類,最低標,290000,瑞富國際資訊股份有限公司,114臺北市內湖區陽光街345巷5號5樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/08,2022/06/08,CYAD1110513,電算中心「復通大樓資訊網路設備」購案,國立勤益科技大學,411臺中市太平區坪林里中山路二段57號,胡世泰,(04)23924505分機2511,公開取得電子報價單,財物類,最低標,281500,號揚科技股份有限公司,404臺中市北區忠太西路48號2F,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/09,2022/06/10,C11B03543,供電網路交換器測試儀採購,臺北大眾捷運股份有限公司,104臺北市中山區中山北路2段48巷7號2樓,系統處通訊廠 朱振國,(02)25505600分機6310,公開取得報價單或企劃書,財物類,最低標,216880,翰特科技股份有限公司,235新北市中和區板南路665號12樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/09,2022/06/14,111EVAS0501,政治獻金法制網路宣導及政治獻金動畫宣導短片託播案,內政部,100臺北市中正區徐州路5號,謝月娥,(02)23976717分機,公開取得報價單或企劃書,勞務類,最低標,483600,博聲廣告有限公司,242新北市新莊區富貴路172號12樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/09,2022/06/09,H111010,校園副控點網路重整採購案,新北市立新北高級中學,241新北市三重區三信路1號,陳嬿淇,(02)28577326分機121,公開取得報價單或企劃書,財物類,最低標,550000,心楙系統整合有限公司,220新北市板橋區金門街47巷1號(1樓),
award_20220601.xml,2022/06/01,2022/06/15,2022/06/10,2022/06/13,111-06106,國立教育廣播電臺無線網路規畫與更新案,國立教育廣播電臺,100臺北市中正區南海路45號,周宛青,(02)23880600分機182,公開取得報價單或企劃書,財物類,參考最有利標精神,950000,旺威科技有限公司,106臺北市大安區光復南路102號8樓,博鉅資訊股份有限公司
award_20220601.xml,2022/06/01,2022/06/15,2022/06/10,2022/06/20,111025,111年度提升專科教室雙語與網路教學設備採購案,臺中市立惠文高級中學,408臺中市南屯區公益路二段298號,吳佳蓉,(04)22503928分機751,公開取得報價單或企劃書,財物類,參考最有利標精神,990000,亞當斯科技有限公司,412臺中市大里區瑞城里15鄰塗城路525之27號9樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/10,2022/06/13,133-111-B100,「電子金融伺服器配合網路銀行交易確認控管機制增修功能二年維護」採購案,臺灣銀行股份有限公司,100臺北市中正區重慶南路一段120號,詹小姐,(02)23493121分機,公開取得報價單或企劃書,勞務類,最低標,182000,普鴻資訊股份有限公司,110臺北市信義區忠孝東路4段560號4樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/14,2022/06/15,MOFA111103CE,111年我國國際參與聯合國推案創意文宣短片網路廣告行銷採購案,外交部,100臺北市中正區凱達格蘭大道2號,沈家銘(需求單位)/彭寶銹(採購單位),(02)33432942分機23482172,公開取得報價單或企劃書,勞務類,參考最有利標精神,930000,成果行銷有限公司,106臺北市大安區光復南路102號7樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/14,2022/06/30,1110013927,GPU教學研究雲網路設備更新之光纖網路交換器乙台案,國立政治大學,116臺北市文山區指南路二段六十四號,紀芳元,(02)29393091分機62105,公開取得報價單或企劃書,財物類,最低標,650000,峰儀科技股份有限公司,104臺北市中山區松江路162號5樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/14,2022/06/16,111-005-113-CL-2-395,「111年網路儲存系統及網路設備維護服務」採購案,臺銀人壽保險股份有限公司,106臺北市大安區敦化南路二段69號6樓,許廷榮,(02)27849151分機2621,公開取得報價單或企劃書,勞務類,最低標,930000,凌群電腦股份有限公司,108臺北市萬華區峨眉街115號6樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/14,2022/06/23,11114512720,「111年網路駭侵鑑識分析調查平臺設備擴充及延長授權」採購案,法務部調查局,231新北市新店區中華路74號,蔡先生,(02)29112241分機8816,限制性招標(未經公開評選或公開徵求),財物類,最低標,17590000,凌群電腦股份有限公司,108臺北市萬華區峨眉街115號6樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/14,2022/06/14,111055,111年網路交換器採購案,國立科學工藝博物館,807高雄市三民區九如一路720號,葉家興,(07)3800089分機8488,公開取得報價單或企劃書,財物類,最低標,152000,駿永資訊科技股份有限公司,100臺北市中正區北平東路30號5樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/15,2022/06/15,LDP11988,屏東(大武)分院24port POE網路交換器乙案,高雄榮民總醫院,813高雄市左營區大中一路386號,黃資婷,(07)3422121分機75126,公開取得報價單或企劃書,財物類,最低標,369500,殷諾科技股份有限公司,114臺北市內湖區洲子街81號3樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/15,2022/06/15,1110607h01,111年宜昌國中校園無線網路改善工程,花蓮縣立宜昌國民中學,973花蓮縣吉安鄉宜昌村宜昌一街41號,林璟宏,(038)520803分機205,公開取得報價單或企劃書,財物類,參考最有利標精神,300000,愷華資訊有限公司,973花蓮縣吉安鄉北昌村建國路一段37號1樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/15,2022/06/21,11106011800,111年度高速網路交換器財物採購,國立國父紀念館,110臺北市信義區仁愛路4段505號,陳懷禮,(02)27588008分機576,公開取得報價單或企劃書,財物類,最低標,576000,殷諾科技股份有限公司,114臺北市內湖區洲子街81號3樓,
award_20220601.xml,2022/06/01,2022/06/15,2022/06/15,2022/06/15,RP11018,屏東(大武)分院點對點光纖網路兩年租用案,高雄榮民總醫院,813高雄市左營區大中一路386號,黃資婷,(07)3422121分機75126,公開取得報價單或企劃書,勞務類,最低標,391200,中華電信股份有限公司企業客戶分公司,106臺北市大安區信義路4段88號16樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/16,2022/06/22,1114101780,教育部因應疫情第4次租用無線網路分享器開口契約採購案,教育部,100臺北市中正區中山南路5號,許秝邦,(02)77129089分機,公開招標,財物類,最低標,18090000,桔豐科技股份有限公司,110臺北市信義區信義路5段109號地下1樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/16,2022/07/06,NTP111-P040,校園防火牆資安設備建置案,國立臺北大學,237新北市三峽區大學路151號,洪資珺,(02)86741111分機66272,公開取得報價單或企劃書,財物類,最低標,938000,中孚科技股份有限公司,114臺北市內湖區行忠路57號6樓,泰立網路整合股份有限公司
award_20220602.xml,2022/06/16,2022/06/30,2022/06/16,2022/06/17,HI11034P021,48埠4上鏈網路交換機等2項,國防部軍事情報局,111臺北市士林區至誠路1段62巷74號,趙芸哲,(02)28311032分機,公開取得報價單或企劃書,財物類,最低標,924000,鴻達系統有限公司,241新北市三重區車路頭街45巷5號,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/16,2022/06/16,1111B008,網路交換器六台採購案,國立臺灣大學,100臺北市中正區仁愛路一段一號,總務組購運股,(02)23123456分機288082,公開取得報價單或企劃書,財物類,最低標,819800,峰儀科技股份有限公司,104臺北市中山區松江路162號5樓,中孚科技股份有限公司
award_20220602.xml,2022/06/16,2022/06/30,2022/06/16,2022/06/20,111020601,仁德文賢國中111年度改善網路設備財物採購案,臺南市立仁德文賢國民中學,717臺南市仁德區中正路一段185號,黃靜蘭,(06)2662392分機302,公開取得報價單或企劃書,財物類,參考最有利標精神,199000,昊恩科技有限公司,711臺南市歸仁區文化里8鄰民權一街25巷2號1樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/16,2022/06/17,11180005620,網路信用卡繳納規費作業,經濟部智慧財產局,106臺北市大安區辛亥路2段185號3樓,張美惠,(02)23766179分機,公開取得報價單或企劃書,勞務類,最低標,287245,財團法人聯合信用卡處理中心,105臺北市松山區復興北路363號4樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/17,2022/06/22,11109S6-0601,無線網路及學習載具管理系統(MDM)財務採購案,國立屏東大學附設實驗國民小學,900屏東縣屏東市廣東路20號,高建民,(08)7220451分機131,公開取得報價單或企劃書,財物類,參考最有利標精神,300000,慈暉電腦有限公司,900屏東縣屏東市廣東路428-430號,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/20,2022/06/23,1110301-277-09,大陸分行數據中心虛擬專用網路動態密碼認證系統使用授權擴充,臺灣銀行股份有限公司,999其他上海市靜安區南京西路1788號30樓,李富民,(8621)32569900分機123,公開取得報價單或企劃書,財物類,最低標,180000,數聯信息技術(上海)有限公司,999其他上海市浦東新區白蓮涇路28號遠企大樓8樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/20,2022/06/21,111-4-1080,111年租賃支局網路設備(第2期),中華郵政股份有限公司,106臺北市大安區金山南路2段55號,王毓中,(02)23921310分機2307,限制性招標(未經公開評選或公開徵求),財物類,最低標,266450000,駿永資訊科技股份有限公司,100臺北市中正區北平東路30號5樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/20,2022/06/20,NT-111014,網路儲存設備一台,國立中興大學,402臺中市南區興大路145號,李小姐,(04)22840677分機67,公開取得電子報價單,財物類,最低標,460000,佳儀國際有限公司,408臺中市南屯區文心路一段378號7樓之6,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/21,2022/06/22,652411104,111年度災害應變中心網路交換器採購案,臺北市政府消防局,110臺北市信義區松仁路1號,何慧珍,(02)27297668分機6524,公開取得報價單或企劃書,財物類,最低標,223860,駿永資訊科技股份有限公司,100臺北市中正區北平東路30號5樓,神通資訊科技股份有限公司
award_20220602.xml,2022/06/16,2022/06/30,2022/06/21,2022/06/23,KKSH11116,校園網路交換器建置,國立中山大學附屬國光高級中學,811高雄市楠梓區後昌路512號,總務處庶務組長,(07)3603600分機502,公開取得報價單或企劃書,財物類,最低標,120000,敦陽科技股份有限公司,30003新竹市北區東大路2段83號12樓之1,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/21,2022/06/22,TC111C137,永華文化中心管理科轄下場館資安設備軟硬體保固更新授權採購案,臺南市政府文化局,708臺南市安平區永華路2段6號13F,洪旖彣,(06)2692864分機111,公開取得報價單或企劃書,勞務類,最低標,330000,新加坡商網達先進科技有限公司台灣分公司,105臺北市松山區民生東路3段109號13樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/21,2022/06/24,111C001,「111年度電腦網路及硬體設備維護」採購案,財政部財政人員訓練所,116臺北市文山區羅斯福路6段142巷3號,陳宏欣,(02)86632399分機228,公開取得報價單或企劃書,勞務類,參考最有利標精神,756000,鴻名企業股份有限公司,110臺北市信義區東興路59號6樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/21,2022/06/22,HC11071P085,無線網路基地台等3項,國防大學,334桃園市八德區興豐路1000號,葉小姐,(03)3731840分機,公開取得電子報價單,財物類,最低標,355307,捷米科技股份有限公司,114臺北市內湖區港墘路221巷41號9樓之4,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/22,2022/06/23,1110622A,111年度網路儲存設備採購案,臺南市政府警察局,730臺南市新營區中正路3號,張仁鴻,(06)6326646分機,公開取得報價單或企劃書,財物類,最低標,733700,耕昇電腦資訊有限公司,730臺南市新營區興安里新進路207號,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/22,2022/06/23,11110,臺中市梧棲區中正國小仁愛樓網路設備建置採購案,臺中市梧棲區中正國民小學,435臺中市梧棲區中央路二段15號,吳瓊慧,(04)26560844分機754,公開取得報價單或企劃書,財物類,參考最有利標精神,196000,中華安家資訊有限公司,632雲林縣虎尾鎮公安里光復路562號1樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/22,2022/06/28,111062209,111年校內網路節點更新案,新北市立淡水高級商工職業學校,251新北市淡水區商工路307號,王秀莉(規格洽黃主任分機210),(02)26203930分機250,公開取得報價單或企劃書,勞務類,最低標,198000,立曜科技企業有限公司,112臺北市北投區義理街71號,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/23,2022/07/01,1110211,111年度網路及資訊周邊設備採購案(案號1110211),臺北市立明湖國民中學,114臺北市內湖區康寧路三段60號,陳怡先,(02)26320616分機501,公開取得報價單或企劃書,財物類,最低標,278000,合志資訊有限公司,235新北市中和區中山路2段122號13樓之5,仕揚科技股份有限公司
award_20220602.xml,2022/06/16,2022/06/30,2022/06/23,2022/07/01,111025,111-113年本局資訊中心資訊網路暨機房維運整體委託服務案,交通部公路總局,108臺北市萬華區東園街65號,Ms.葉(規格請洽衛工程司分機5835）,(02)23070123分機5505,經公開評選或公開徵求之限制性招標,勞務類,準用最有利標,36000000,大同股份有限公司,104臺北市中山區集英里21鄰中山北路3段22號,精誠科技整合股份有限公司
award_20220602.xml,2022/06/16,2022/06/30,2022/06/23,2022/06/28,T1112100143,PSIM系統模擬軟體1套(15人網路版),國立臺北科技大學,106臺北市大安區忠孝東路三段一號,劉清津,(02)27712171分機1318,公開取得報價單或企劃書,財物類,最低標,178000,索羅爾企業有限公司,407臺中市西屯區大恩街13號1樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/23,2022/06/24,NCC-Y111-002,本會「111年度網路遙控監測側錄廣播系統維護」採購案,國家通訊傳播委員會,100臺北市中正區仁愛路1段50號,尹澄智,(02)33438734分機,公開取得報價單或企劃書,勞務類,參考最有利標精神,937460,技電股份有限公司,231新北市新店區寶中路94號6樓之5,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/23,2022/06/24,S4-111-0037,網路供電型交換器2台,行政院農業委員會家畜衛生試驗所,251新北市淡水區中正路376號,秘書室(研考)施小姐110；秘書室(事務)鄭先生113,(02)26212111分機110,公開取得報價單或企劃書,財物類,最低標,580000,德耀資訊有限公司,247新北市蘆洲區永樂里永樂街92號,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/24,2022/06/24,YTG111014,網路分析儀,國立雲林科技大學,640雲林縣斗六市大學路3段123號,楊雅琳,(05)5342601分機2423,公開取得報價單或企劃書,財物類,最低標,712000,飛斯特科技實業有限公司,436臺中市清水區海風里神清路86之15號1樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/24,2022/07/04,1110602013G,南投縣觀光行銷報紙及網路廣告勞務採購案,南投縣政府,540南投縣南投市中興路660號,觀光處推廣科 劉益宏,(049)2222106分機1621,公開取得報價單或企劃書,勞務類,參考最有利標精神,980000,中國時報文化事業股份有限公司,108臺北市萬華區大理街132號1~7樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/24,2022/07/12,111019,臺北市市政網路行銷案-進化運輸,臺北市政府交通局,110臺北市信義區市府路1號6樓西北區,顏小姐,(02)27208889分機6851,公開取得報價單或企劃書,勞務類,參考最有利標精神,790000,聚思國際事業有限公司,231新北市新店區北新路2段200號12樓之2,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/24,2022/06/24,1112128D,111年雲端網路整合服務帳號授權,交通部中央氣象局,100臺北市中正區公園路64號,林秉承,(02)23491220分機,公開取得電子報價單,財物類,最低標,425965,羽昇國際股份有限公司,114臺北市內湖區內湖路1段360巷8號9樓,瑞竣科技股份有限公司
award_20220602.xml,2022/06/16,2022/06/30,2022/06/27,2022/06/30,CT1110610,111年資安設備Cisco C9200-48 Port交換器採購案,新竹市警察局,30003新竹市北區中山路1號,吳慶聰,(03)5221044分機,公開取得報價單或企劃書,財物類,最低標,522000,凌群電腦股份有限公司台中分公司,404臺中市北區中清路一段370號11樓、12樓及372號11樓、12樓,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/28,2022/07/07,111B12,111年資處科電腦教室網路相關設備採購案,臺北市立士林高級商業職業學校,111臺北市士林區士商路150號,李伶櫻,(02)28313114分機416,公開取得報價單或企劃書,財物類,最低標,168600,仕揚科技股份有限公司,104臺北市中山區松江路206號4樓之6,
award_20220602.xml,2022/06/16,2022/06/30,2022/06/28,2022/06/29,ch1110616,111年網路環境與資訊設備為運計畫網路線重佈採購案,新北市立中和高級中學,235新北市中和區連城路460號,吳華銘,(02)22227146分機410,公開取得報價單或企劃書,勞務類,最低標,346000,心楙系統整合有限公司,220新北市板橋區金門街47巷1號(1樓),
